,Code,Name,Country,Exchange,Currency,Type,Isin
1280,0NQJ.L,RTX A/S,UK,LSE,DKK,Common Stock,
1281,0NQK.L,Sievi Capital Oyj,UK,LSE,EUR,Common Stock,
1282,0NQM.L,VINCI SA,UK,LSE,GBP,Common Stock,FR0000125486
1283,0NQP.L,Snam S.p.A,UK,LSE,GBP,Common Stock,IT0003153415
1284,0NQT.L,Television Francaise 1 S.A.,UK,LSE,GBP,Common Stock,FR0000054900
1285,0NR1.L,Verbund AG,UK,LSE,GBP,Common Stock,
1286,0NR2.L,Vallourec S.A,UK,LSE,GBP,Common Stock,FR0013506730
1287,0NR4.L,Wacker Chemie AG,UK,LSE,GBP,Common Stock,DE000WCH8881
1288,0NR7.L,Zardoya Otis S.A.,UK,LSE,GBP,Common Stock,ES0184933812
1289,0NRE.L,Enel S.p.A.,UK,LSE,GBP,Common Stock,IT0003128367
1290,0NRG.L,Bilfinger SE,UK,LSE,GBP,Common Stock,DE0005909006
1291,0NRN.L,Grupo Catalana Occidente S.A.,UK,LSE,GBP,Common Stock,ES0116920333
1292,0NRV.L,Suez SA,UK,LSE,GBP,Common Stock,FR0010613471
1293,0NSS.L,Marr S.p.A.,UK,LSE,GBP,Common Stock,
1294,0NST.L,Payton Planar Magnetics Ltd.,UK,LSE,EUR,Common Stock,
1295,0NTI.L,Gerresheimer AG,UK,LSE,GBP,Common Stock,DE000A0LD6E6
1296,0NTM.L,Oesterreichische Post AG,UK,LSE,GBP,Common Stock,AT0000APOST4
1297,0NTU.L,Elia Group S.A.,UK,LSE,GBP,Common Stock,BE0003822393
1298,0NUK.L,Avanza Bank Holding AB,UK,LSE,GBP,Common Stock,SE0012454072
1299,0NUT.L,Leasinvest Real Estate,UK,LSE,EUR,Common Stock,BE0003770840
1300,0NUX.L,Prysmian S.p.A,UK,LSE,GBP,Common Stock,IT0004176001
1301,0NV0.L,Sogefi S.p.A.,UK,LSE,EUR,Common Stock,
1302,0NV3.L,Accentis N.V.,UK,LSE,EUR,Common Stock,
1303,0NV4.L,Tod&#39;s S.p.A.,UK,LSE,GBP,Common Stock,IT0003007728
1304,0NV5.L,UPM-Kymmene Oyj,UK,LSE,GBP,Common Stock,FI0009005987
1305,0NV7.L,Vidrala S.A.,UK,LSE,GBP,Common Stock,ES0183746314
1306,0NVC.L,Danske Bank A/S,UK,LSE,GBP,Common Stock,DK0010274414
1307,0NVL.L,Ubisoft Entertainment S.A.,UK,LSE,GBP,Common Stock,FR0000054470
1308,0NVQ.L,Buzzi Unicem S.p.A.,UK,LSE,GBP,Common Stock,IT0001347308
1309,0NVV.L,Hera S.p.A.,UK,LSE,GBP,Common Stock,IT0001250932
1310,0NW1.L,Compagnie Plastic Omnium SE,UK,LSE,GBP,Common Stock,FR0000124570
1311,0NW2.L,Randstad Holding N.V.,UK,LSE,GBP,Common Stock,NL0000379121
1312,0NW4.L,SAP SE,UK,LSE,GBP,Common Stock,DE0007164600
1313,0NW7.L,Sixt SE,UK,LSE,GBP,Common Stock,
1314,0NW8.L,Sixt SE Pfd.,UK,LSE,GBP,Common Stock,
1315,0NWC.L,Secunet Security Networks AG,UK,LSE,EUR,Common Stock,
1316,0NWF.L,Air Liquide S.A.,UK,LSE,GBP,Common Stock,FR0000120073
1317,0NWJ.L,Banca Popolare di Sondrio S.c.p.A.,UK,LSE,GBP,Common Stock,IT0000784196
1318,0NWK.L,Onxeo S.A.,UK,LSE,EUR,Common Stock,
1319,0NWV.L,Schneider Electric S.A.,UK,LSE,GBP,Common Stock,FR0000121972
1320,0NWW.L,SKF AB Series A,UK,LSE,SEK,Common Stock,
1321,0NWX.L,SKF AB Series B,UK,LSE,GBP,Common Stock,SE0000108227
1322,0NX0.L,Trigano S.A.,UK,LSE,GBP,Common Stock,FR0005691656
1323,0NX1.L,Aalberts N.V.,UK,LSE,GBP,Common Stock,NL0000852564
1324,0NX2.L,ABB Ltd.,UK,LSE,SEK,Common Stock,CH0012221716
1325,0NX3.L,ASM International N.V.,UK,LSE,GBP,Common Stock,NL0000334118
1326,0NXR.L,Raiffeisen Bank International AG,UK,LSE,GBP,Common Stock,AT0000606306
1327,0NXV.L,Falck Renewables S.p.A.,UK,LSE,GBP,Common Stock,
1328,0NXX.L,Daimler AG,UK,LSE,GBP,Common Stock,DE0007100000
1329,0NY7.L,SpareBank 1 Sorost-Norge,UK,LSE,NOK,Common Stock,
1330,0NY8.L,Veolia Environnement S.A,UK,LSE,GBP,Common Stock,FR0000124141
1331,0NYH.L,Ebro Foods S.A.,UK,LSE,GBP,Common Stock,ES0112501012
1332,0NYT.L,Memscap,UK,LSE,EUR,Common Stock,
1333,0NYY.L,Banco Comercial Portugues S/A,UK,LSE,GBP,Common Stock,
1334,0NYZ.L,Bertrandt AG,UK,LSE,GBP,Common Stock,
1335,0NZ1.L,Colas S.A.,UK,LSE,EUR,Common Stock,
1336,0NZF.L,Cez A.S.,UK,LSE,GBP,Common Stock,CZ0005112300
1337,0NZM.L,L&#39;Oreal S.A.,UK,LSE,GBP,Common Stock,FR0000120321
1338,0NZN.L,Robertet S.A.,UK,LSE,EUR,Common Stock,
1339,0NZR.L,Solvay SA,UK,LSE,GBP,Common Stock,BE0003470755
1340,0NZT.L,UCB SA,UK,LSE,GBP,Common Stock,BE0003739530
1341,0NZY.L,Eckert & Ziegler Strahlen- und Medizintechnik AG,UK,LSE,EUR,Common Stock,
1342,0O05.L,Schoeller-Bleckmann Oilfield Equipment AG,UK,LSE,GBP,Common Stock,
1343,0O0E.L,Bigben Interactive,UK,LSE,EUR,Common Stock,
1344,0O0F.L,Cancom SE,UK,LSE,GBP,Common Stock,
1345,0O0J.L,Leoni AG,UK,LSE,GBP,Common Stock,DE0005408884
1346,0O0N.L,Schouw & Co. A/S,UK,LSE,GBP,Common Stock,DK0010253921
1347,0O0U.L,Bayerische Motoren Werke AG,UK,LSE,GBP,Common Stock,DE0005190003
1348,0O0V.L,Bayerische Motoren Werke Aktiengesellschaft,UK,LSE,GBP,Common Stock,
1349,0O14.L,Merck KGaA,UK,LSE,GBP,Common Stock,DE0006599905
1350,0O1C.L,Thyssenkrupp AG,UK,LSE,GBP,Common Stock,DE0007500001
1351,0O1O.L,Vetoquinol,UK,LSE,EUR,Common Stock,
1352,0O1R.L,Fraport AG,UK,LSE,GBP,Common Stock,DE0005773303
1353,0O1S.L,Alten S.A,UK,LSE,GBP,Common Stock,FR0000071946
1354,0O1W.L,SAS AB,UK,LSE,GBP,Common Stock,SE0003366871
1355,0O26.L,Heineken N.V,UK,LSE,GBP,Common Stock,NL0000009165
1356,0O27.L,Dr. Hoenle AG,UK,LSE,EUR,Common Stock,
1357,0O2B.L,Gruppo MutuiOnline S.p.A.,UK,LSE,EUR,Common Stock,
1358,0O2D.L,Saras S.p.A.,UK,LSE,GBP,Common Stock,
1359,0O2N.L,Alandsbanken Abp B,UK,LSE,EUR,Common Stock,
1360,0O2T.L,Compagnie d&#39;Entreprises CFE S.A.,UK,LSE,GBP,Common Stock,
1361,0O2W.L,GFT Technologies SE,UK,LSE,EUR,Common Stock,
1362,0O2X.L,IMMSI S.p.A.,UK,LSE,GBP,Common Stock,
1363,0O33.L,Oeneo SA,UK,LSE,EUR,Common Stock,
1364,0O46.L,Neste Oyj,UK,LSE,GBP,Common Stock,FI0009013296
1365,0O4N.L,SAF-HOLLAND SE,UK,LSE,GBP,Common Stock,DE000SAFH001
1366,0O59.L,Sanofi S.A.,UK,LSE,GBP,Common Stock,FR0000120578
1367,0O5C.L,AT&S Austria Technologie und Systemtechnik AG,UK,LSE,GBP,Common Stock,AT0000969985
1368,0O5H.L,Elekta AB Series B,UK,LSE,GBP,Common Stock,SE0000163628
1369,0O66.L,Cibox Inter@ctive S.A.,UK,LSE,EUR,Common Stock,
1370,0O6I.L,Platinum Group Metals Ltd.,UK,LSE,CAD,Common Stock,
1371,0O76.L,A.P. Moeller-Maersk A/S Series A,UK,LSE,GBP,Common Stock,
1372,0O77.L,A.P. Møller - Mærsk A/S,UK,LSE,GBP,Common Stock,DK0010244508
1373,0O79.L,Metsa Board Corp. Series A,UK,LSE,EUR,Common Stock,
1374,0O7A.L,Metsa Board Corp. Series B,UK,LSE,GBP,Common Stock,
1375,0O7D.L,Yara International ASA,UK,LSE,GBP,Common Stock,NO0010208051
1376,0O7J.L,Corticeira Amorim SGPS S/A,UK,LSE,GBP,Common Stock,PTCOR0AE0006
1377,0O80.L,Societe des Bains de Mer et du Cercle des Etrangers a Monaco,UK,LSE,EUR,Common Stock,
1378,0O84.L,DnB Bank ASA,UK,LSE,GBP,Common Stock,NO0010161896
1379,0O86.L,Telefon AB L.M. Ericsson Series A,UK,LSE,SEK,Common Stock,
1380,0O87.L,Telefon AB L.M. Ericsson Series B,UK,LSE,GBP,Common Stock,SE0000108656
1381,0O8D.L,KGHM Polska Miedz S.A.,UK,LSE,GBP,Common Stock,PLKGHM000017
1382,0O8F.L,Royal KPN N.V.,UK,LSE,GBP,Common Stock,NL0000009082
1383,0O8V.L,Koninklijke Vopak N.V.,UK,LSE,GBP,Common Stock,NL0009432491
1384,0O8X.L,Wirecard AG,UK,LSE,GBP,Common Stock,DE0007472060
1385,0O93.L,Haldex AB,UK,LSE,GBP,Common Stock,
1386,0O9B.L,Almirall S.A.,UK,LSE,GBP,Common Stock,ES0157097017
1387,0O9C.L,Compagnie du Bois Sauvage S.A.,UK,LSE,EUR,Common Stock,
1388,0O9Q.L,alstria office REIT-AG,UK,LSE,GBP,Common Stock,DE000A0LD2U1
1389,0OA4.L,SES Imagotag,UK,LSE,EUR,Common Stock,
1390,0OA7.L,Assystem,UK,LSE,EUR,Common Stock,FR0000074148
1391,0OA9.L,Nolato AB Series B,UK,LSE,SEK,Common Stock,SE0015962477
1392,0OAL.L,American International Group Inc.,UK,LSE,USD,Common Stock,
1393,0OAW.L,Mowi ASA,UK,LSE,GBP,Common Stock,NO0003054108
1394,0OBQ.L,Deutsche Wohnen SE,UK,LSE,GBP,Common Stock,DE000A0HN5C6
1395,0OC2.L,Heidelberger Druckmaschinen AG,UK,LSE,GBP,Common Stock,DE0007314007
1396,0OCD.L,Medistim ASA,UK,LSE,NOK,Common Stock,
1397,0OEY.L,D&#39;Amico International Shipping S.A.,UK,LSE,EUR,Common Stock,
1398,0OF7.L,EDP - Energias de Portugal S.A,UK,LSE,GBP,Common Stock,PTEDP0AM0009
1399,0OFC.L,Folli Follie S.A.,UK,LSE,EUR,Common Stock,
1400,0OFM.L,Compagnie Generale des Etablissements Michelin,UK,LSE,GBP,Common Stock,FR0000121261
1401,0OFO.L,NCC AB Series A,UK,LSE,SEK,Common Stock,
1402,0OFP.L,NCC AB Series B,UK,LSE,GBP,Common Stock,SE0000117970
1403,0OFR.L,Polskie Gornictwo Naftowe i Gazownictwo S.A.,UK,LSE,GBP,Common Stock,PLPGNIG00014
1404,0OFU.L,Sacyr S.A,UK,LSE,GBP,Common Stock,ES0182870214
1405,0OG6.L,Seche Environnement S.A.,UK,LSE,EUR,Common Stock,
1406,0OGG.L,Catana Group S.A.,UK,LSE,EUR,Common Stock,
1407,0OGK.L,Subsea 7 S.A.,UK,LSE,GBP,Common Stock,LU0075646355
1408,0OHC.L,Groupe Gorge S.A.,UK,LSE,EUR,Common Stock,
1409,0OHG.L,NH Hotel Group S.A.,UK,LSE,EUR,Common Stock,
1410,0OHK.L,Stolt-Nielsen Ltd.,UK,LSE,NOK,Common Stock,BMG850801025
1411,0OIQ.L,Acerinox S.A.,UK,LSE,GBP,Common Stock,ES0132105018
1412,0OIR.L,ALK-Abello A/S Series B,UK,LSE,GBP,Common Stock,DK0060027142
1413,0OIY.L,Caltagirone S.p.A. Ord,UK,LSE,EUR,Common Stock,
1414,0OJA.L,FLSmidth & Co. A/S,UK,LSE,GBP,Common Stock,DK0010234467
1415,0OJC.L,Gjensidige Forsikring ASA,UK,LSE,GBP,Common Stock,NO0010582521
1416,0OJX.L,Terna Energy S.A.,UK,LSE,GBP,Common Stock,
1417,0OJY.L,Urbas Grupo Financiero S.A.,UK,LSE,EUR,Common Stock,
1418,0OK7.L,AKKA Technologies SE,UK,LSE,GBP,Common Stock,FR0004180537
1419,0OLD.L,adidas AG,UK,LSE,GBP,Common Stock,DE000A1EWWW0
1420,0OLF.L,Aperam S.A.,UK,LSE,GBP,Common Stock,LU0569974404
1421,0OLG.L,Bauer AG,UK,LSE,GBP,Common Stock,
1422,0OLN.L,Dialog Semiconductor PLC,UK,LSE,GBP,Common Stock,GB0059822006
1423,0OM7.L,B&C Speakers S.p.A.,UK,LSE,EUR,Common Stock,
1424,0OMB.L,Cattolica Assicurazioni SC,UK,LSE,GBP,Common Stock,
1425,0OMK.L,EssilorLuxottica Société anonyme,UK,LSE,GBP,Common Stock,FR0000121667
1426,0ON7.L,D&#39;Ieteren N.V. S.A.,UK,LSE,GBP,Common Stock,BE0974259880
1427,0ONG.L,Leonardo-Finmeccanica S.p.A.,UK,LSE,GBP,Common Stock,IT0003856405
1428,0ONR.L,Compagnie Industriali Riunite S.p.A.,UK,LSE,EUR,Common Stock,
1429,0ONY.L,Tecnotree Oyj,UK,LSE,EUR,Common Stock,
1430,0OO9.L,Fresenius SE & Co. KGaA,UK,LSE,GBP,Common Stock,DE0005785604
1431,0OOJ.L,Ordina N.V.,UK,LSE,EUR,Common Stock,NL0000440584
1432,0OP0.L,DMG Mori AG,UK,LSE,GBP,Common Stock,DE0005878003
1433,0OPA.L,Villeroy und Boch AG Pfd.,UK,LSE,EUR,Common Stock,
1434,0OPE.L,Gecina,UK,LSE,GBP,Common Stock,FR0010040865
1435,0OPN.L,Compagnie de l&#39;Odet S.A.,UK,LSE,EUR,Common Stock,
1436,0OPS.L,Korian S.A.,UK,LSE,GBP,Common Stock,
1437,0OQ0.L,Pierre & Vacances,UK,LSE,EUR,Common Stock,
1438,0OQJ.L,NV Bekaert SA,UK,LSE,GBP,Common Stock,BE0974258874
1439,0OQQ.L,Infotel S.A.,UK,LSE,EUR,Common Stock,
1440,0OQV.L,Orange,UK,LSE,GBP,Common Stock,FR0000133308
1441,0OQX.L,Grammer AG,UK,LSE,EUR,Common Stock,DE0005895403
1442,0OR2.L,LNA Sante,UK,LSE,EUR,Common Stock,FR0004170017
1443,0P07.L,First Mining Gold Corp.,UK,LSE,CAD,Common Stock,
1444,0P0C.L,RIB Software SE,UK,LSE,GBP,Common Stock,
1445,0P0N.L,Hydratec Industries N.V.,UK,LSE,EUR,Common Stock,
1446,0P2N.L,Ferrovial S.A,UK,LSE,GBP,Common Stock,ES0118900010
1447,0P2W.L,Amadeus IT Group S.A.,UK,LSE,GBP,Common Stock,ES0109067019
1448,0P30.L,Patrimoine et Commerce S.A.,UK,LSE,EUR,Common Stock,
1449,0P38.L,NORMA Group SE,UK,LSE,GBP,Common Stock,DE000A1H8BV3
1450,0P3C.L,Karolinska Development AB,UK,LSE,SEK,Common Stock,
1451,0P3N.L,Norway Royal Salmon ASA,UK,LSE,GBP,Common Stock,NO0010331838
1452,0P3O.L,Alerion Clean Power S.p.A.,UK,LSE,EUR,Common Stock,
1453,0P47.L,PostNL N.V.,UK,LSE,GBP,Common Stock,NL0009739416
1454,0P49.L,Bulten AB,UK,LSE,SEK,Common Stock,
1455,0P4C.L,Accell Group N.V.,UK,LSE,GBP,Common Stock,
1456,0P4F.L,Ford Motor Co.,UK,LSE,GBP,Common Stock,US3453708600
1457,0P52.L,Salvatore Ferragamo S.p.A.,UK,LSE,GBP,Common Stock,IT0004712375
1458,0P59.L,Colgate-Palmolive Co.,UK,LSE,USD,Common Stock,
1459,0P5L.L,Axway Software S.A.,UK,LSE,EUR,Common Stock,
1460,0P6M.L,Siemens AG,UK,LSE,GBP,Common Stock,DE0007236101
1461,0P6N.L,Volkswagen AG,UK,LSE,GBP,Common Stock,DE0007664005
1462,0P6O.L,Volkswagen AG Non-Vtg Pfd.,UK,LSE,GBP,Common Stock,
1463,0P6S.L,Bayer Aktiengesellschaft,UK,LSE,GBP,Common Stock,DE000BAY0017
1464,0P72.L,Getlink SE,UK,LSE,GBP,Common Stock,FR0010533075
1465,0PAN.L,Immofinanz AG,UK,LSE,GBP,Common Stock,
1466,0PNT.L,Acacia Pharma Group PLC,UK,LSE,EUR,Common Stock,
1467,0Q0C.L,Toshiba Corp.,UK,LSE,JPY,Common Stock,
1468,0Q0Y.L,Aegon N.V.,UK,LSE,GBP,Common Stock,NL0000303709
1469,0Q11.L,Norsk Hydro ASA,UK,LSE,GBP,Common Stock,
1470,0Q16.L,Bank of America Corporation,UK,LSE,GBX,Common Stock,
1471,0Q19.L,CEVA Inc.,UK,LSE,USD,Common Stock,
1472,0Q1G.L,Eli Lilly & Co.,UK,LSE,GBP,Common Stock,US5324571083
1473,0Q1N.L,Pfizer Inc.,UK,LSE,GBP,Common Stock,
1474,0Q1S.L,Verizon Communications Inc.,UK,LSE,GBP,Common Stock,
1475,0Q2F.L,Distribuidora Internacional de Alimentacion S.A.,UK,LSE,GBP,Common Stock,ES0126775032
1476,0Q2N.L,K+S Aktiengesellschaft,UK,LSE,GBP,Common Stock,DE000KSAG888
1477,0Q3C.L,Suess Microtec SE,UK,LSE,EUR,Common Stock,
1478,0Q4C.L,GESCO AG,UK,LSE,EUR,Common Stock,
1479,0Q4U.L,Novozymes A/S Series B,UK,LSE,GBP,Common Stock,DK0060336014
1480,0Q57.L,SpareBank 1 SR-Bank ASA,UK,LSE,GBP,Common Stock,NO0010631567
1481,0Q6M.L,Unipol Gruppo S.p.A.,UK,LSE,GBP,Common Stock,IT0004810054
1482,0Q6Q.L,Mersen S.A.,UK,LSE,GBP,Common Stock,FR0000039620
1483,0Q76.L,CBo Territoria S.A.,UK,LSE,EUR,Common Stock,
1484,0Q77.L,AB Science S.A.,UK,LSE,EUR,Common Stock,
1485,0Q7S.L,Brunello Cucinelli S.p.A.,UK,LSE,GBP,Common Stock,IT0004764699
1486,0Q82.L,Core Laboratories N.V.,UK,LSE,EUR,Common Stock,
1487,0Q88.L,Sagax AB Series A,UK,LSE,SEK,Common Stock,
1488,0Q89.L,Thomson Reuters Corp.,UK,LSE,CAD,Common Stock,
1489,0Q8F.L,Hugo Boss AG,UK,LSE,GBP,Common Stock,DE000A1PHFF7
1490,0Q8M.L,UnipolSAI Assicurazioni S.p.A.,UK,LSE,GBP,Common Stock,IT0004827447
1491,0Q8P.L,Prosegur S.A. Compania de Seguridad,UK,LSE,GBP,Common Stock,ES0175438003
1492,0Q90.L,SQLI S.A.,UK,LSE,EUR,Common Stock,FR0011289040
1493,0Q99.L,Ageas N.V.,UK,LSE,GBP,Common Stock,BE0974264930
1494,0QA8.L,Talanx AG,UK,LSE,GBP,Common Stock,
1495,0QAH.L,Merck & Co. Inc.,UK,LSE,EUR,Common Stock,US58933Y1055
1496,0QAI.L,Adocia,UK,LSE,EUR,Common Stock,
1497,0QAJ.L,DBV Technologies,UK,LSE,GBP,Common Stock,
1498,0QAL.L,Telefonica Deutschland Holding AG,UK,LSE,GBP,Common Stock,DE000A1J5RX9
1499,0QAP.L,Carmila,UK,LSE,GBP,Common Stock,
1500,0QAU.L,Verimatrix S.A.,UK,LSE,EUR,Common Stock,
1501,0QAV.L,Nanobiotix,UK,LSE,EUR,Common Stock,
1502,0QB4.L,Medios AG,UK,LSE,EUR,Common Stock,
1503,0QB7.L,Borregaard ASA,UK,LSE,GBP,Common Stock,
1504,0QB8.L,ASML Holding N.V,UK,LSE,GBP,Common Stock,NL0010273215
1505,0QBM.L,Alior Bank S.A.,UK,LSE,GBP,Common Stock,
1506,0QBO.L,Coloplast A/S Series B,UK,LSE,GBP,Common Stock,DK0060448595
1507,0QC9.L,LEG Immobilien AG,UK,LSE,EUR,Common Stock,
1508,0QCO.L,Pharming Group N.V.,UK,LSE,GBP,Common Stock,
1509,0QCQ.L,Topdanmark A/S,UK,LSE,GBP,Common Stock,DK0060477503
1510,0QCV.L,AbbVie Inc.,UK,LSE,EUR,Common Stock,US00287Y1091
1511,0QDS.L,Evonik Industries AG,UK,LSE,GBP,Common Stock,
1512,0QDT.L,Asetek A/S,UK,LSE,NOK,Common Stock,DK0060477263
1513,0QDU.L,Abliva AB,UK,LSE,GBP,Common Stock,
1514,0QDX.L,Sagax AB Series B,UK,LSE,SEK,Common Stock,
1515,0QE6.L,Tele2 AB Series B,UK,LSE,GBP,Common Stock,SE0005190238
1516,0QEJ.L,RCS MediaGroup S.p.A.,UK,LSE,EUR,Common Stock,
1517,0QEK.L,SimCorp A/S,UK,LSE,GBP,Common Stock,
1518,0QEN.L,RNB Retail & Brands AB,UK,LSE,SEK,Common Stock,
1519,0QEP.L,Maire Tecnimont S.p.A.,UK,LSE,GBP,Common Stock,IT0004931058
1520,0QF5.L,bpost,UK,LSE,GBP,Common Stock,BE0974268972
1521,0QF7.L,Deutsche Beteiligungs AG,UK,LSE,GBP,Common Stock,
1522,0QF8.L,Aktia Bank Oyj,UK,LSE,EUR,Common Stock,
1523,0QFA.L,MATAS A/S,UK,LSE,GBP,Common Stock,DK0060497295
1524,0QFC.L,Caverion Oyj,UK,LSE,GBP,Common Stock,FI4000062781
1525,0QFP.L,Chemical Works of Richter Gedeon PLC,UK,LSE,GBP,Common Stock,HU0000123096
1526,0QFT.L,Vonovia SE,UK,LSE,GBP,Common Stock,
1527,0QFU.L,Kion Group AG,UK,LSE,GBP,Common Stock,
1528,0QG5.L,Ocean Yield ASA,UK,LSE,GBP,Common Stock,NO0010657448
1529,0QG6.L,Kri-Kri Milk Industry S.A.,UK,LSE,EUR,Common Stock,
1530,0QG9.L,ProSiebenSat.1 Media SE,UK,LSE,GBP,Common Stock,DE000PSM7770
1531,0QGG.L,DIC Asset AG,UK,LSE,GBP,Common Stock,
1532,0QGH.L,OCI N.V.,UK,LSE,GBP,Common Stock,NL0010558797
1533,0QGJ.L,MediGene AG,UK,LSE,EUR,Common Stock,
1534,0QGK.L,WCM Beteiligungs- und Grundbesitz AG,UK,LSE,EUR,Common Stock,
1535,0QGU.L,CNH Industrial N.V.,UK,LSE,GBP,Common Stock,
1536,0QHL.L,Corbion N.V.,UK,LSE,GBP,Common Stock,NL0010583399
1537,0QHX.L,Odfjell Drilling Ltd.,UK,LSE,GBP,Common Stock,
1538,0QI7.L,Addtech AB Series B,UK,LSE,GBP,Common Stock,SE0014781795
1539,0QI9.L,Creades AB Series A,UK,LSE,SEK,Common Stock,
1540,0QIG.L,Axactor SE,UK,LSE,NOK,Common Stock,NO0010840515
1541,0QIH.L,Grupo Ezentis S.A.,UK,LSE,EUR,Common Stock,ES0172708234
1542,0QII.L,Moncler S.p.A.,UK,LSE,GBP,Common Stock,IT0004965148
1543,0QIM.L,CTT-Correios de Portugal S.A.,UK,LSE,GBP,Common Stock,PTCTT0AM0001
1544,0QIQ.L,F.I.L.A.-Fabbrica Italiana Lapis ed Affini S.p.A.,UK,LSE,GBP,Common Stock,IT0004967292
1545,0QIU.L,Novo Nordisk A/S,UK,LSE,GBP,Common Stock,DK0060534915
1546,0QIW.L,Valmet Corp.,UK,LSE,GBP,Common Stock,
1547,0QIX.L,BW LPG Ltd.,UK,LSE,GBP,Common Stock,
1548,0QJQ.L,ZEAL Network SE,UK,LSE,EUR,Common Stock,
1549,0QJS.L,Clariant AG,UK,LSE,GBP,Common Stock,CH0012142631
1550,0QJV.L,Swatch Group AG Bearer,UK,LSE,GBP,Common Stock,CH0012255151
1551,0QJX.L,EFG International AG,UK,LSE,GBP,Common Stock,CH0022268228
1552,0QK0.L,Tornos Holding AG,UK,LSE,GBP,Common Stock,
1553,0QK1.L,Crealogix Holding AG,UK,LSE,GBP,Common Stock,
1554,0QK3.L,Dufry AG,UK,LSE,GBP,Common Stock,CH0023405456
1555,0QK5.L,Inficon Holding AG,UK,LSE,GBP,Common Stock,
1556,0QK6.L,Logitech International S.A.,UK,LSE,GBP,Common Stock,
1557,0QKA.L,Rieter Holding AG,UK,LSE,GBP,Common Stock,
1558,0QKD.L,Forbo Holding AG,UK,LSE,GBP,Common Stock,
1559,0QKE.L,Vontobel Holding AG,UK,LSE,GBP,Common Stock,
1560,0QKG.L,Schweizerische Nationalbank,UK,LSE,GBP,Common Stock,CH0001319265
1561,0QKI.L,Swisscom AG,UK,LSE,GBP,Common Stock,
1562,0QKJ.L,Bobst Group S.A.,UK,LSE,GBP,Common Stock,
1563,0QKL.L,Komax Holding AG,UK,LSE,GBP,Common Stock,
1564,0QKN.L,Chocoladefabriken Lindt & Spruengli AG,UK,LSE,GBP,Common Stock,
1565,0QKP.L,Phoenix Mecano AG,UK,LSE,GBP,Common Stock,
1566,0QKQ.L,RELIEF THERAPEUTICS Holding AG,UK,LSE,GBP,Common Stock,
1567,0QKR.L,Arbonia AG,UK,LSE,GBP,Common Stock,CH0110240600
1568,0QKY.L,Holcim Ltd.,UK,LSE,EUR,Common Stock,
1569,0QL5.L,Carlo Gavazzi Holding AG,UK,LSE,GBP,Common Stock,
1570,0QL6.L,Swiss Re AG,UK,LSE,GBP,Common Stock,CH0126881561
1571,0QLD.L,Swissquote Group Holding Ltd.,UK,LSE,GBP,Common Stock,
1572,0QLE.L,Valora Holding AG,UK,LSE,GBP,Common Stock,
1573,0QLM.L,Feintool International Holding AG,UK,LSE,GBP,Common Stock,
1574,0QLN.L,Tecan Group AG,UK,LSE,GBP,Common Stock,
1575,0QLQ.L,Ypsomed Holding AG,UK,LSE,GBP,Common Stock,
1576,0QLR.L,Novartis AG,UK,LSE,GBP,Common Stock,CH0012005267
1577,0QLS.L,Private Equity Holding AG Reg,UK,LSE,GBP,Common Stock,
1578,0QLW.L,ALSO Holding AG,UK,LSE,GBP,Common Stock,
1579,0QLX.L,METALL ZUG AG Part. Cert.,UK,LSE,GBP,Common Stock,
1580,0QLY.L,Zwahlen & Mayr S.A.,UK,LSE,GBP,Common Stock,
1581,0QLZ.L,Bellevue Group AG,UK,LSE,GBP,Common Stock,
1582,0QM2.L,Berner Kantonalbank AG,UK,LSE,GBP,Common Stock,
1583,0QM4.L,Swatch Group AG Reg.,UK,LSE,GBP,Common Stock,
1584,0QM5.L,Emmi AG,UK,LSE,GBP,Common Stock,
1585,0QM6.L,Orior AG,UK,LSE,GBP,Common Stock,
1586,0QM9.L,EMS-Chemie Holding AG,UK,LSE,GBP,Common Stock,
1587,0QME.L,Orell Fuessli AG,UK,LSE,GBP,Common Stock,
1588,0QMG.L,Swiss Life Holding AG,UK,LSE,GBP,Common Stock,CH0014852781
1589,0QMI.L,SGS S.A.,UK,LSE,GBP,Common Stock,
1590,0QMR.L,BELIMO Holding AG,UK,LSE,GBP,Common Stock,
1591,0QMS.L,dormakaba Holding AG,UK,LSE,GBP,Common Stock,
1592,0QMU.L,Compagnie Financiere Richemont S.A.,UK,LSE,GBP,Common Stock,CH0210483332
1593,0QMV.L,Straumann Holding AG,UK,LSE,GBP,Common Stock,
1594,0QMW.L,Kuehne + Nagel International AG,UK,LSE,GBP,Common Stock,CH0025238863
1595,0QN0.L,APG SGA S.A.,UK,LSE,GBP,Common Stock,
1596,0QN1.L,Santhera Pharmaceuticals Holding AG,UK,LSE,GBP,Common Stock,CH0027148649
1597,0QN2.L,Interroll Holding AG,UK,LSE,GBP,Common Stock,
1598,0QN3.L,GAM Holding AG,UK,LSE,GBP,Common Stock,CH0102659627
1599,0QN7.L,Vaudoise Assurances Holding S.A.,UK,LSE,GBP,Common Stock,
1600,0QNA.L,Basilea Pharmaceutica AG,UK,LSE,GBP,Common Stock,
1601,0QND.L,Bachem Holding AG,UK,LSE,GBP,Common Stock,
1602,0QNE.L,Leonteq AG,UK,LSE,GBP,Common Stock,
1603,0QNG.L,Jungfraubahn Holding AG,UK,LSE,GBP,Common Stock,CH0017875789
