,Code,Name,Country,Exchange,Currency,Type,Isin,F-Score,PEG ratio,Industry,Sector,Price to Book,Market Cap,50 Day Av,200 Day Av,Profit Margin,Gross Margin
1214,2782.SZ,Shenzhen Click Technology Co.Ltd,,SHE,CNY,Common Stock,CNE1000024P8,,,,,,,,,,
1215,2783.SZ,Hubei Kailong Chemical Group Co. Ltd,,SHE,CNY,Common Stock,CNE1000021H1,,,,,,,,,,
1216,2785.SZ,Xiamen Wanli Stone Stock Co.Ltd,,SHE,CNY,Common Stock,CNE1000024Q6,,,,,,,,,,
1217,2786.SZ,Shenzhen Silver Basis Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000024R4,,,,,,,,,,
1218,2787.SZ,Suzhou Hycan Holdings Co. Ltd,,SHE,CNY,Common Stock,CNE1000024S2,,,,,,,,,,
1219,2788.SZ,Luyan Pharma Co.Ltd,,SHE,CNY,Common Stock,CNE1000025W1,,,,,,,,,,
1220,2789.SZ,Shenzhen Jianyi Decoration Group Co. Ltd,,SHE,CNY,Common Stock,CNE100002631,,,,,,,,,,
1221,2790.SZ,Xiamen R&T Plumbing Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000025X9,,,,,,,,,,
1222,2791.SZ,Guangdong KinLong Hardware Products Co.Ltd,,SHE,CNY,Common Stock,CNE100002649,,,,,,,,,,
1223,2792.SZ,Tongyu Communication Inc,,SHE,CNY,Common Stock,CNE100002656,,,,,,,,,,
1224,2793.SZ,Luoxin Pharmaceuticals Group Stock Co. Ltd,,SHE,CNY,Common Stock,CNE1000026S7,,,,,,,,,,
1225,2795.SZ,Yorhe Fluid Intelligent Control Co. Ltd,,SHE,CNY,Common Stock,CNE1000026T5,,,,,,,,,,
1226,2796.SZ,Suzhou Shijia Science & Technology Inc,,SHE,CNY,Common Stock,CNE1000026V1,,,,,,,,,,
1227,2797.SZ,First Capital Securities Co. Ltd,,SHE,CNY,Common Stock,CNE1000027G0,,,,,,,,,,
1228,2798.SZ,D&O Home Collection Co.LTD,,SHE,CNY,Common Stock,CNE100002BK8,,,,,,,,,,
1229,2799.SZ,Xi'an Global Printing Co. Ltd,,SHE,CNY,Common Stock,CNE1000027Y3,,,,,,,,,,
1230,2800.SZ,Xinjiang Tianshun Supply Chain Co. Ltd,,SHE,CNY,Common Stock,CNE1000027H8,,,,,,,,,,
1231,2801.SZ,Hangzhou Weiguang Electronic Co. Ltd,,SHE,CNY,Common Stock,CNE1000027J4,,,,,,,,,,
1232,2802.SZ,Wuxi Honghui New Materials Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000027K2,,,,,,,,,,
1233,2803.SZ,Xiamen Jihong Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000027L0,,,,,,,,,,
1234,2805.SZ,Shandong Fengyuan Chemical Co. Ltd,,SHE,CNY,Common Stock,CNE1000027M8,,,,,,,,,,
1235,2806.SZ,Guangdong Huafeng New Energy Technology Co.Ltd,,SHE,CNY,Common Stock,CNE1000027Z0,,,,,,,,,,
1236,2807.SZ,Jiangsu Jiangyin Rural Commercial Bank Co.LTD,,SHE,CNY,Common Stock,CNE100002BL6,,,,,,,,,,
1237,2808.SZ,Suzhou Goldengreen Technologies Ltd,,SHE,CNY,Common Stock,CNE100002BM4,,,,,,,,,,
1238,2809.SZ,Guangdong Redwall New Materials Co. Ltd,,SHE,CNY,Common Stock,CNE100002BN2,,,,,,,,,,
1239,2810.SZ,Shandong Head Co.Ltd,,SHE,CNY,Common Stock,CNE100002BP7,,,,,,,,,,
1240,2811.SZ,Shenzhen Cheng Chung Design Co. Ltd,,SHE,CNY,Common Stock,CNE100002BQ5,,,,,,,,,,
1241,2812.SZ,Yunnan Energy New Material Co. Ltd,,SHE,CNY,Common Stock,CNE100002BR3,,,,,,,,,,
1242,2813.SZ,ShenZhen RoadRover Technology Co.Ltd,,SHE,CNY,Common Stock,CNE100002BS1,,,,,,,,,,
1243,2815.SZ,Suntak Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1244,2816.SZ,Shenzhen HEKEDA Precision Cleaning Equipment Co. Ltd,,SHE,CNY,Common Stock,CNE100002BT9,,,,,,,,,,
1245,2817.SZ,Anhui Huangshan Capsule Co. Ltd,,SHE,CNY,Common Stock,CNE100002BV5,,,,,,,,,,
1246,2818.SZ,Chengdu Fusen Noble-House Industrial Co. Ltd,,SHE,CNY,Common Stock,CNE100002BW3,,,,,,,,,,
1247,2819.SZ,Beijing Oriental Jicheng Co. Ltd,,SHE,CNY,Common Stock,CNE100002BX1,,,,,,,,,,
1248,2820.SZ,Tianjin Guifaxiang 18th Street Mahua Food Co.Ltd,,SHE,CNY,Common Stock,CNE100002BY9,,,,,,,,,,
1249,2821.SZ,Asymchem Laboratories (Tianjin) Co. Ltd,,SHE,CNY,Common Stock,CNE100002BZ6,,,,,,,,,,
1250,2822.SZ,Shenzhen Zhongzhuang Construction Group Co.Ltd,,SHE,CNY,Common Stock,CNE100002C05,,,,,,,,,,
1251,2823.SZ,Shenzhen Kaizhong Precision Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002C13,,,,,,,,,,
1252,2824.SZ,Guangdong Hoshion Aluminium Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1253,2825.SZ,Shanghai NAR Industrial Co. Ltd,,SHE,CNY,Common Stock,CNE100002C21,,,,,,,,,,
1254,2826.SZ,Tibet AIM Pharm. Inc,,SHE,CNY,Common Stock,CNE100002C39,,,,,,,,,,
1255,2827.SZ,Tibet GaoZheng Explosive Co. Ltd,,SHE,CNY,Common Stock,CNE100002C47,,,,,,,,,,
1256,2828.SZ,XinJiang Beiken Energy Engineering Co.Ltd,,SHE,CNY,Common Stock,CNE100002C54,,,,,,,,,,
1257,2829.SZ,BeiJing StarNeto Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1258,2830.SZ,Shenzhen Mingdiao Decoration Co. Ltd,,SHE,CNY,Common Stock,CNE100002C62,,,,,,,,,,
1259,2831.SZ,ShenZhen YUTO Packaging Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002H00,,,,,,,,,,
1260,2832.SZ,BIEM.L.FDLKK Garment Co.Ltd,,SHE,CNY,Common Stock,CNE100002C70,,,,,,,,,,
1261,2833.SZ,Guangzhou KDT Machinery Co.Ltd,,SHE,CNY,Common Stock,CNE100002C88,,,,,,,,,,
1262,2835.SZ,Shenzhen TVT Digital Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002C96,,,,,,,,,,
1263,2836.SZ,Guangdong New Grand Long Packing Co. Ltd,,SHE,CNY,Common Stock,CNE100002CB5,,,,,,,,,,
1264,2837.SZ,Shenzhen Envicool Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002CC3,,,,,,,,,,
1265,2838.SZ,Shandong Dawn Polymer Co.Ltd,,SHE,CNY,Common Stock,CNE100002CD1,,,,,,,,,,
1266,2839.SZ,Jiangsu Zhangjiagang Rural Commercial Bank Co. Ltd,,SHE,CNY,Common Stock,CNE100002K54,,,,,,,,,,
1267,2840.SZ,Zhejiang Huatong Meat Products Co. Ltd,,SHE,CNY,Common Stock,CNE100002CF6,,,,,,,,,,
1268,2841.SZ,Guangzhou Shiyuan Electronic Technology Company Limited,,SHE,CNY,Common Stock,,,,,,,,,,,
1269,2842.SZ,Guangdong Xianglu Tungsten Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1270,2843.SZ,Bichamp Cutting Technology (Hunan) Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1271,2845.SZ,Shenzhen TXD Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1272,2846.SZ,Guangdong Enpack Packaging Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1273,2847.SZ,YanKer shop Food Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1274,2848.SZ,Gospell Digital Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1275,2849.SZ,Zhejiang Viewshine Intelligent Meter Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1276,2850.SZ,Shenzhen Kedali Industry Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1277,2851.SZ,Shenzhen Megmeet Electrical Co. LTD,,SHE,CNY,Common Stock,,,,,,,,,,,
1278,2852.SZ,Daodaoquan Grain and Oil Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1279,2853.SZ,Guangdong Piano Customized Furniture Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1280,2855.SZ,Dongguan Chitwing Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1281,2856.SZ,Shenzhen Magic Design & Decoration Engineering Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1282,2857.SZ,SMS Electric Co.Ltd.Zhengzhou,,SHE,CNY,Common Stock,,,,,,,,,,,
1283,2858.SZ,Shanghai Lisheng Racing Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1284,2859.SZ,Zhejiang Jiemei Electronic And Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1285,2860.SZ,Hangzhou Star Shuaier Electric Appliance Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1286,2861.SZ,YingTong Telecommunication Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1287,2862.SZ,Shifeng Cultural Development Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1288,2863.SZ,Zhejiang Jinfei Kaida Wheel Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1289,2864.SZ,Shaanxi Panlong Pharmaceutical Group Limited By Share Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1290,2865.SZ,Hainan Drinda Automotive Trim Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1291,2866.SZ,Jiangsu Transimage Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1292,2867.SZ,Chow Tai Seng Jewellery Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1293,2868.SZ,Lifecome Biochemistry Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1294,2869.SZ,Shenzhen Genvict Technologies Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1295,2870.SZ,Guangdong Senssun Weighing Apparatus Group Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1296,2871.SZ,Qingdao Weflo Valve Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1297,2872.SZ,Tiansheng Pharmaceutical Group Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1298,2873.SZ,Guiyang Xintian Pharmaceutical Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1299,2875.SZ,Annil Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1300,2876.SZ,Shenzhen Sunnypol Optoelectronics Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1301,2877.SZ,Wuxi Smart Auto-Control Engineering Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1302,2878.SZ,Beijing Yuanlong Yato Culture Dissemination Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1303,2879.SZ,Chang Lan Electric Technology Co.Ltd,,SHE,CNY,Common Stock,CNE100002Q66,,,,,,,,,,
1304,2880.SZ,Shenzhen Weiguang Biological Products Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1305,2881.SZ,MeiG Smart Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1306,2882.SZ,Jinlongyu Group Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1307,2883.SZ,Jiangsu Zhongshe Group Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1308,2884.SZ,Guangdong Lingxiao Pump Industry Co.Ltd,,SHE,CNY,Common Stock,CNE100002MZ3,,,,,,,,,,
1309,2885.SZ,Shenzhen JingQuanHua Electronics Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1310,2886.SZ,Shenzhen WOTE Advanced Materials Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1311,2887.SZ,Tianjin LVYIN Landscape and Ecology Construction Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1312,2888.SZ,HiVi Acoustics Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1313,2889.SZ,Shenzhen Easttop Supply Chain Management Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1314,2890.SZ,Shandong Hongyu Agricultural Machinery Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1315,2891.SZ,Yantai China Pet Foods Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1316,2892.SZ,Keli Motor Group Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1317,2893.SZ,Beijing Huayuanyitong Thermal Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1318,2895.SZ,Guizhou Chanhen Chemical Corporation,,SHE,CNY,Common Stock,,,,,,,,,,,
1319,2896.SZ,Ningbo ZhongDa Leader Intelligent Transmission Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1320,2897.SZ,Wenzhou Yihua Connector Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1321,2898.SZ,Zhuhai Sailong Pharmaceutical Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1322,2899.SZ,Impulse (Qingdao) Health Tech Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1323,2900.SZ,Harbin Medisan Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1324,2901.SZ,Double Medical Technology Inc,,SHE,CNY,Common Stock,,,,,,,,,,,
1325,2902.SZ,Dongguan Mentech Optical & Magnetic Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1326,2903.SZ,Yuhuan CNC Machine Tool Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1327,2905.SZ,Guangzhou Jinyi Media Corporation,,SHE,CNY,Common Stock,CNE1000032Z0,,,,,,,,,,
1328,2906.SZ,Foryou Corporation,,SHE,CNY,Common Stock,,,,,,,,,,,
1329,2907.SZ,Chongqing Pharscin Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1330,2908.SZ,Guangdong Tecsun Science & Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1331,2909.SZ,Guangzhou Jointas Chemical Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1332,2910.SZ,Lanzhou Zhuangyuan Pasture Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1333,2911.SZ,Foran Energy Group Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1334,2912.SZ,Shenzhen Sinovatio Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1335,2913.SZ,AoshikangTechnologyCo. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1336,2915.SZ,Zhejiang Zhongxin Fluoride Materials Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1337,2916.SZ,Shennan Circuit Company Limited,,SHE,CNY,Common Stock,CNE100003373,,,,,,,,,,
1338,2917.SZ,Shenzhen King Explorer Science and Technology Corporation,,SHE,CNY,Common Stock,,,,,,,,,,,
1339,2918.SZ,Monalisa Group CO.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1340,2919.SZ,Mingchen Health Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1341,2920.SZ,Huizhou Desay SV Automotive Co. Ltd,,SHE,CNY,Common Stock,CNE1000033C7,,,,,,,,,,
1342,2921.SZ,Shandong Liancheng Precision Manufacturing Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1343,2922.SZ,Eaglerise Electric & Electronic (China) Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1344,2923.SZ,Zhuhai Rundu Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1345,2925.SZ,Xiamen Intretech Inc,,SHE,CNY,Common Stock,,,,,,,,,,,
1346,2926.SZ,HUAXI Securities Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1347,2927.SZ,Guizhou Taiyong-Changzheng Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1348,2928.SZ,China Express Airlines Co.LTD,,SHE,CNY,Common Stock,,,,,,,,,,,
1349,2929.SZ,Runjian Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1350,2930.SZ,Guangdong Great River Smarter Logistics Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1351,2931.SZ,Zhejiang Fenglong Electric Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1352,2932.SZ,Wuhan Easy Diagnosis Biomedicine Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1353,2933.SZ,Beijing Emerging Eastern Aviation Equipment Co. Ltd,,SHE,CNY,Common Stock,CNE100003GJ7,,,,,,,,,,
1354,2935.SZ,Chengdu Spaceon Electronics Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1355,2936.SZ,Bank of Zhengzhou Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1356,2937.SZ,Ningbo Sunrise Elc Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1357,2938.SZ,Avary Holding (Shenzhen) Co. Limited,,SHE,CNY,Common Stock,,,,,,,,,,,
1358,2939.SZ,China Great Wall Securities Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1359,2940.SZ,Zhejiang AngLiKang Pharmaceutical CO.LTD,,SHE,CNY,Common Stock,,,,,,,,,,,
1360,2941.SZ,Xinjiang Communications Construction Group Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1361,2942.SZ,Zhejiang XinNong Chemical Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1362,2943.SZ,Hunan Yujing Machinery Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1363,2945.SZ,ChinaLin Securities Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1364,2946.SZ,New Hope Dairy Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1365,2947.SZ,Suzhou Hengmingda Electronic Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1366,2948.SZ,Bank of Qingdao Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1367,2949.SZ,Shenzhen Capol International & Associates Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1368,2950.SZ,Allmed Medical Products Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1369,2951.SZ,Sichuan Jinshi Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1370,2952.SZ,Yes Optoelectronics (Group) Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1371,2953.SZ,GuangDong Rifeng Electric Cable Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1372,2955.SZ,Hitevision Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1373,2956.SZ,Guilin Seamild Foods Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1374,2957.SZ,Shenzhen Colibri Technologies Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1375,2958.SZ,Qingdao Rural Commercial Bank Corporation,,SHE,CNY,Common Stock,,,,,,,,,,,
1376,2959.SZ,Bear Electric Appliance Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1377,2960.SZ,Jade Bird Fire Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1378,2961.SZ,Ruida Futures Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1379,2962.SZ,Hubei W-olf Photoelectric Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1380,2963.SZ,Haoersai Technology Group Corp. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1381,2965.SZ,Lucky Harvest Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1382,2966.SZ,Bank of Suzhou Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1383,2967.SZ,Guang Zhou GRG Metrology & Test Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1384,2968.SZ,Chongqing New Dazheng Property Group Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1385,2969.SZ,Jiamei Food Packaging (Chuzhou) Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1386,2970.SZ,Streamax Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1387,2971.SZ,Hubei Heyuan Gas Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1388,2972.SZ,Shenzhen keanda electronic technology co.ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1389,2973.SZ,Qiaoyin City Management Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1390,2975.SZ,Zhuhai Bojay Electronics Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1391,2976.SZ,Suzhou Cheersson Precision Metal Forming Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1392,2977.SZ,Chengdu Tianjian Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1393,2978.SZ,Sichuan Anning Iron and Titanium Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1394,2979.SZ,China Leadshine Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1395,2980.SZ,Shenzhen Everbest Machinery Industry Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1396,2981.SZ,Risuntek Inc,,SHE,CNY,Common Stock,,,,,,,,,,,
1397,2982.SZ,Hunan Xiangjia Animal Husbandry Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1398,2983.SZ,Anhui Coreach Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1399,2984.SZ,Qingdao Sentury Tire Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1400,2985.SZ,Beijing Beimo High-tech Frictional Material Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1401,2986.SZ,Hunan Yussen Energy Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1402,2987.SZ,Northking Information Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1403,2988.SZ,Guangdong Haomei New Material Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1404,2989.SZ,Shenzhen Strongteam Decoration Engineering Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1405,2990.SZ,Maxvision Technology Corp,,SHE,CNY,Common Stock,,,,,,,,,,,
1406,2991.SZ,Ganyuan Foods Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1407,2992.SZ,Shenzhen Baoming Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1408,2993.SZ,Dongguan Aohai Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1409,2995.SZ,Beijing Quanshi World Online Network Information Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1410,2996.SZ,Chongqing Shunbo Aluminum Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1411,2997.SZ,Rayhoo Motor Dies Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1412,2998.SZ,Elite Color Environmental Resources Science & Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1413,2999.SZ,Guangdong Tianhe Agricultural Means of Production Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1414,3000.SZ,Jinzai Food Group Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1415,3001.SZ,Zhongyan Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1416,3002.SZ,Shanxi Huhua Group Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1417,3003.SZ,Guangdong Tengen Industrial Group Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1418,3005.SZ,Beijing Jingyeda Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1419,3006.SZ,Chongqing Baiya Sanitary Products Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1420,3007.SZ,Beijing ZZNode Technologies Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1421,3008.SZ,Xuchang KETOP Testing Research Institute Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1422,3009.SZ,Shaanxi Zhongtian Rocket Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1423,3010.SZ,Guangzhou Ruoyuchen Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1424,3011.SZ,Zhejiang Walrus New Material Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1425,3012.SZ,Guangdong Dongpeng Holdings Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1426,3013.SZ,Guangzhou Metro Design & Research Institute Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1427,3015.SZ,Jiangsu Rijiu Optoelectronics Jointstock Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1428,3016.SZ,Xin Hee Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1429,3017.SZ,Zhejiang Dayang Biology Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1430,3018.SZ,JinFu Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1431,3816.SZ,CGN Power Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1432,159901.SZ,E Fund SZSE 100 Index Tradable Open-Ended ETF Securities Investment Fund,,SHE,CNY,ETF,,,,,,,,,,,
1433,159902.SZ,China SME ETF,,SHE,CNY,ETF,,,,,,,,,,,
1434,159903.SZ,SZSE Component Index Fund (ETF),,SHE,CNY,ETF,,,,,,,,,,,
1435,159905.SZ,SZSE Dividend ETF Securities Investment Fund,,SHE,CNY,ETF,,,,,,,,,,,
1436,159906.SZ,SSE Growth 40 Exchange Traded Open-end Index Securities Investment Fund,,SHE,CNY,ETF,,,,,,,,,,,
1437,159907.SZ,GF SME 300 Exchange Traded Fund,,SHE,CNY,ETF,,,,,,,,,,,
1438,159908.SZ,Bosera SZSE RAFI 200 Index ETF,,SHE,CNY,ETF,,,,,,,,,,,
1439,159909.SZ,SZSSE Electronic Information Media Industry (TMT) 50 ETF,,SHE,CNY,ETF,,,,,,,,,,,
1440,159910.SZ,Harvest Shenzhen Fundamental 120 ETF Fund,,SHE,CNY,ETF,,,,,,,,,,,
1441,159912.SZ,China Universal Asset Management - China Universal Shenzhen Stock Exchange 300 Index Fund,,SHE,CNY,ETF,,,,,,,,,,,
1442,159913.SZ,BOCOM Schroder SZSE 300 Value Price Index Fund,,SHE,CNY,ETF,,,,,,,,,,,
1443,159915.SZ,China Southern Fund Management - Chinex ETF,,SHE,CNY,ETF,,,,,,,,,,,
1444,159916.SZ,CCB Shenzhen Fundamental 60 Index ETF,,SHE,CNY,ETF,,,,,,,,,,,
1445,159918.SZ,Harvest SZSE SME-CHINEXT 400 ETF,,SHE,CNY,ETF,,,,,,,,,,,
1446,159919.SZ,Harvest SZSE SME-CHINEXT 300 Transactional Open-End Index Fund,,SHE,CNY,ETF,,,,,,,,,,,
